"lang","file","speaker","wd_ID","wd","start","end","ref","tx","ft","mb_ID","mb","ps","gl","ph_ID","ph"
"sout2856","doreco_sout2856_086_cut","HL","w015283","<<wip>>",82.19,85.127,"0010_doreco_sout2856_086_cut","§ 086-009 Ale rutae preg nasum̃ , tenen rutiik ki faat , kuleka . Kuletae m̃as pak nam̃olien ni mees , teesa nanwei fsofus .","So they can make a house, they haven't any money, you look. Life today, all the young men,","m019067","****","****","****","p017239","<<wip>>"
"sout2856","doreco_sout2856_086_cut","HL","w015284","tae",85.127,85.386,"0010_doreco_sout2856_086_cut","§ 086-009 Ale rutae preg nasum̃ , tenen rutiik ki faat , kuleka . Kuletae m̃as pak nam̃olien ni mees , teesa nanwei fsofus .","So they can make a house, they haven't any money, you look. Life today, all the young men,","m019068","tae","vambi","know","p017240 p017241 p017242","t a e"
"sout2856","doreco_sout2856_086_cut","HL","w015285","<<ui>>",85.386,85.471,"0010_doreco_sout2856_086_cut","§ 086-009 Ale rutae preg nasum̃ , tenen rutiik ki faat , kuleka . Kuletae m̃as pak nam̃olien ni mees , teesa nanwei fsofus .","So they can make a house, they haven't any money, you look. Life today, all the young men,","m019069","****","****","****","p017243","<<ui>>"
"sout2856","doreco_sout2856_090_cut","JKalt","w016729","<<fs>>",4.499,4.656,"0003_doreco_sout2856_090_cut","§ 090-002 Go kato elau esan pa . Itato nana esap naor ni apu Kalwat mana ki apu Tuel mana .","****","m020831","****","****","****","p018060","<<fs>>"
"sout2856","doreco_sout2856_090_cut","JKalt","w016730","I",4.656,4.791,"0003_doreco_sout2856_090_cut","§ 090-002 Go kato elau esan pa . Itato nana esap naor ni apu Kalwat mana ki apu Tuel mana .","****","m020832","i=","pron","3SG.RS=","p018061","i"
"sout2856","doreco_sout2856_090_cut","JKalt","w016731","<<wip>>",4.791,4.926,"0003_doreco_sout2856_090_cut","§ 090-002 Go kato elau esan pa . Itato nana esap naor ni apu Kalwat mana ki apu Tuel mana .","****","m020833","****","****","****","p018062","<<wip>>"
"sout2856","doreco_sout2856_090_cut","JKalt","w016732","tato",4.926,5.202,"0003_doreco_sout2856_090_cut","§ 090-002 Go kato elau esan pa . Itato nana esap naor ni apu Kalwat mana ki apu Tuel mana .","****","m020834 m020835","ta to","PVC dirpart","still PROG","p018063 p018064 p018065 p018066","t a t o"
"sout2856","doreco_sout2856_090_cut","JKalt","w016733","<<ui>>",5.202,5.334,"0003_doreco_sout2856_090_cut","§ 090-002 Go kato elau esan pa . Itato nana esap naor ni apu Kalwat mana ki apu Tuel mana .","****","m020836","****","****","****","p018067","<<ui>>"
"sout2856","doreco_sout2856_108_cut","KN","w020406","ipan",41.614,41.894,"0007_doreco_sout2856_108_cut","§ 108-007 Me namten ipan pato elag Elakmamiel .","But the source was up at Elakmamiel.","m025454 m025455","i= pan","pron v, aux","3SG.RS= go","p024419 p024420 p024421 p024422","i p a n"
"sout2856","doreco_sout2856_108_cut","KN","w020407","pa",41.894,42.06,"0007_doreco_sout2856_108_cut","§ 108-007 Me namten ipan pato elag Elakmamiel .","But the source was up at Elakmamiel.","m025456","pato","vintr","be at","p024423 p024424","p a"
"sout2856","doreco_sout2856_108_cut","KN","w020408","<<wip>>",42.06,42.407,"0007_doreco_sout2856_108_cut","§ 108-007 Me namten ipan pato elag Elakmamiel .","But the source was up at Elakmamiel.","m025457","****","****","****","p024425","<<wip>>"
"sout2856","doreco_sout2856_108_cut","KN","w020409","to",42.407,42.55,"0007_doreco_sout2856_108_cut","§ 108-007 Me namten ipan pato elag Elakmamiel .","But the source was up at Elakmamiel.","m025458","pato","vintr","be at","p024426 p024427","t o"
"sout2856","doreco_sout2856_108_cut","KN","w020410","<<fs>>",42.55,42.642,"0007_doreco_sout2856_108_cut","§ 108-007 Me namten ipan pato elag Elakmamiel .","But the source was up at Elakmamiel.","m025459","****","****","****","p024428","<<fs>>"
"sout2856","doreco_sout2856_120_cut","JKalo","w022504","kin",13.235,13.419,"0002_doreco_sout2856_120_cut","§ 120-002 ( KK ) Ipiatlak tete nen kin ruweswes skotir .","There were some people that worked with them.","m028027","kin","particle","REL","p025130 p025131 p025132","k i n"
"sout2856","doreco_sout2856_120_cut","JKalo","w022505","ru",13.419,13.682,"0002_doreco_sout2856_120_cut","§ 120-002 ( KK ) Ipiatlak tete nen kin ruweswes skotir .","There were some people that worked with them.","m028028","ru=","pron","3PL.RS=","p025133 p025134","r u"
"sout2856","doreco_sout2856_120_cut","JKalo","w022506","<<wip>>",13.682,14.022,"0002_doreco_sout2856_120_cut","§ 120-002 ( KK ) Ipiatlak tete nen kin ruweswes skotir .","There were some people that worked with them.","m028029","****","****","****","p025135","<<wip>>"
"sout2856","doreco_sout2856_120_cut","JKalo","w022507","weswes",14.022,14.452,"0002_doreco_sout2856_120_cut","§ 120-002 ( KK ) Ipiatlak tete nen kin ruweswes skotir .","There were some people that worked with them.","m028030","weswes","vambi","work","p025136 p025137 p025138 p025139 p025140 p025141","w e s w e s"
"sout2856","doreco_sout2856_120_cut","JKalo","w022508","skotir",14.452,14.896,"0002_doreco_sout2856_120_cut","§ 120-002 ( KK ) Ipiatlak tete nen kin ruweswes skotir .","There were some people that worked with them.","m028031 m028032 m028033","skot -i -r","vambi vsuff pron","with -TS -3PL.OBJ","p025142 p025143 p025144 p025145 p025146 p025147","s k o t i r"
"sout2856","doreco_sout2856_129_cut","GC","w028375","naalnasum̃",151.159,151.694,"0024_doreco_sout2856_129_cut","§ 129-023 Em̃rom naal nasum̃ itap leg mau , ipi nlaken kamas , tuipe iuskin go kefo pan m̃as .","****","m035158","naal nasum̃","n","household","p029384 p029385 p029386 p029387 p029388 p029389 p029390 p029391 p029392","n a a l n a s u Nm"
"sout2856","doreco_sout2856_129_cut","GC","w028376","i",151.694,151.971,"0024_doreco_sout2856_129_cut","§ 129-023 Em̃rom naal nasum̃ itap leg mau , ipi nlaken kamas , tuipe iuskin go kefo pan m̃as .","****","m035159","i=","pron","3SG.RS=","p029393","i"
"sout2856","doreco_sout2856_129_cut","GC","w028377","<<wip>>",151.971,152.379,"0024_doreco_sout2856_129_cut","§ 129-023 Em̃rom naal nasum̃ itap leg mau , ipi nlaken kamas , tuipe iuskin go kefo pan m̃as .","****","m035160","****","****","****","p029394","<<wip>>"
"sout2856","doreco_sout2856_129_cut","GC","w028378","tap",152.379,152.567,"0024_doreco_sout2856_129_cut","§ 129-023 Em̃rom naal nasum̃ itap leg mau , ipi nlaken kamas , tuipe iuskin go kefo pan m̃as .","****","m035161","tap","PVC","not","p029395 p029396 p029397","t a p"
"sout2856","doreco_sout2856_129_cut","GC","w028379","leg",152.567,152.743,"0024_doreco_sout2856_129_cut","§ 129-023 Em̃rom naal nasum̃ itap leg mau , ipi nlaken kamas , tuipe iuskin go kefo pan m̃as .","****","m035162","leg","vintr","be straight","p029398 p029399 p029400","l e N"
"sout2856","doreco_sout2856_mc_nafsan_lelep","JKalt","w031659","<p:>",72.927,73.283,"0014_doreco_sout2856_mc_nafsan_lelep","Nafnag rutu wi. O, nafnag itop. Mm. Ipitlak faat ni nawi, ipitlak faat ni nanr, ipitlak faat ni ntal, teni apregnrogo rupitlaken.","Now, the food would be good. Too much food. There was a rock for yams, for banana, for taro, whatever you wanted they had a rock for it.","m039263","<p:>","<p:>","<p:>","p036322","<p:>"
"sout2856","doreco_sout2856_mc_nafsan_lelep","JKalt","w031660","ru",73.283,73.41,"0014_doreco_sout2856_mc_nafsan_lelep","Nafnag rutu wi. O, nafnag itop. Mm. Ipitlak faat ni nawi, ipitlak faat ni nanr, ipitlak faat ni ntal, teni apregnrogo rupitlaken.","Now, the food would be good. Too much food. There was a rock for yams, for banana, for taro, whatever you wanted they had a rock for it.","m039264","ru=","****","3PL.RS=","p036323 p036324","r u"
"sout2856","doreco_sout2856_mc_nafsan_lelep","JKalt","w031661","<<wip>>",73.41,73.878,"0014_doreco_sout2856_mc_nafsan_lelep","Nafnag rutu wi. O, nafnag itop. Mm. Ipitlak faat ni nawi, ipitlak faat ni nanr, ipitlak faat ni ntal, teni apregnrogo rupitlaken.","Now, the food would be good. Too much food. There was a rock for yams, for banana, for taro, whatever you wanted they had a rock for it.","m039265","****","****","****","p036325","<<wip>>"
"sout2856","doreco_sout2856_mc_nafsan_lelep","JKalt","w031662","tu",73.878,74.142,"0014_doreco_sout2856_mc_nafsan_lelep","Nafnag rutu wi. O, nafnag itop. Mm. Ipitlak faat ni nawi, ipitlak faat ni nanr, ipitlak faat ni ntal, teni apregnrogo rupitlaken.","Now, the food would be good. Too much food. There was a rock for yams, for banana, for taro, whatever you wanted they had a rock for it.","m039266","tu","lv=v:pred","stand","p036326 p036327","t u"
"sout2856","doreco_sout2856_mc_nafsan_lelep","JKalt","w031663","wi",74.142,74.283,"0014_doreco_sout2856_mc_nafsan_lelep","Nafnag rutu wi. O, nafnag itop. Mm. Ipitlak faat ni nawi, ipitlak faat ni nanr, ipitlak faat ni ntal, teni apregnrogo rupitlaken.","Now, the food would be good. Too much food. There was a rock for yams, for banana, for taro, whatever you wanted they had a rock for it.","m039267","wi","rv","good","p036328 p036329","w i"
"sout2856","doreco_sout2856_mc_nafsan_lisau","TT","w032053","Ratison",4.862,5.368,"0001_doreco_sout2856_mc_nafsan_lisau","Ipiatlak, Etasrik, Ratison. Etasrik ipiatlak mtulep iskei itkos.","There is (a natopu at) Tassiriki, the Radison. Tassiriki has a woman spirit there.","m039766","Ratison","rn_pn_np","p.name","p037642 p037643 p037644 p037645 p037646 p037647 p037648","r a t i s o n"
"sout2856","doreco_sout2856_mc_nafsan_lisau","TT","w032054","E",5.368,5.501,"0001_doreco_sout2856_mc_nafsan_lisau","Ipiatlak, Etasrik, Ratison. Etasrik ipiatlak mtulep iskei itkos.","There is (a natopu at) Tassiriki, the Radison. Tassiriki has a woman spirit there.","m039767","Etasrik","****","p.name","p037649","e"
"sout2856","doreco_sout2856_mc_nafsan_lisau","TT","w032055","<<wip>>",5.501,6.201,"0001_doreco_sout2856_mc_nafsan_lisau","Ipiatlak, Etasrik, Ratison. Etasrik ipiatlak mtulep iskei itkos.","There is (a natopu at) Tassiriki, the Radison. Tassiriki has a woman spirit there.","m039768","****","****","****","p037650","<<wip>>"
"sout2856","doreco_sout2856_mc_nafsan_lisau","TT","w032056","tasrik",6.201,6.743,"0001_doreco_sout2856_mc_nafsan_lisau","Ipiatlak, Etasrik, Ratison. Etasrik ipiatlak mtulep iskei itkos.","There is (a natopu at) Tassiriki, the Radison. Tassiriki has a woman spirit there.","m039769","Etasrik","pn_np.d:s","p.name","p037651 p037652 p037653 p037654 p037655 p037656","t a s r i k"
"sout2856","doreco_sout2856_mc_nafsan_lisau","TT","w032057","<p:>",6.743,7.159,"0001_doreco_sout2856_mc_nafsan_lisau","Ipiatlak, Etasrik, Ratison. Etasrik ipiatlak mtulep iskei itkos.","There is (a natopu at) Tassiriki, the Radison. Tassiriki has a woman spirit there.","m039770","<p:>","<p:>","<p:>","p037657","<p:>"
"sout2856","doreco_sout2856_mc_nafsan_lisau","TT","w032176","<<ui>>",80.263,80.449,"0012_doreco_sout2856_mc_nafsan_lisau","Kefo pregi taosikin, taosi natam̃ol nen isel nanromien ipan tua ki.","She will do it, as that man brought a small present and gave it to her.","m039938","****","****","****","p038058","<<ui>>"
"sout2856","doreco_sout2856_mc_nafsan_lisau","TT","w032177","na",80.449,80.675,"0012_doreco_sout2856_mc_nafsan_lisau","Kefo pregi taosikin, taosi natam̃ol nen isel nanromien ipan tua ki.","She will do it, as that man brought a small present and gave it to her.","m039939 m039940","kin natam̃ol","other","SUB person","p038059 p038060","n a"
"sout2856","doreco_sout2856_mc_nafsan_lisau","TT","w032178","<<wip>>",80.675,80.729,"0012_doreco_sout2856_mc_nafsan_lisau","Kefo pregi taosikin, taosi natam̃ol nen isel nanromien ipan tua ki.","She will do it, as that man brought a small present and gave it to her.","m039941","****","****","****","p038061","<<wip>>"
"sout2856","doreco_sout2856_mc_nafsan_lisau","TT","w032179","tam̃ol",80.729,80.989,"0012_doreco_sout2856_mc_nafsan_lisau","Kefo pregi taosikin, taosi natam̃ol nen isel nanromien ipan tua ki.","She will do it, as that man brought a small present and gave it to her.","m039942","natam̃ol","np.h:a","person","p038062 p038063 p038064 p038065 p038066","t a Nm o l"
"sout2856","doreco_sout2856_mc_nafsan_lisau","TT","w032180","nen",80.989,81.134,"0012_doreco_sout2856_mc_nafsan_lisau","Kefo pregi taosikin, taosi natam̃ol nen isel nanromien ipan tua ki.","She will do it, as that man brought a small present and gave it to her.","m039943","nen","rn","that","p038067 p038068 p038069","n e n"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034676","<p:>",11.298,11.376,"0001_doreco_sout2856_mc_nafsan_tafra","Selwan tupaakor nametp̃ag ntau, rato tu teesa tete nanromien ruto nig Apu go Ati negarwes nanromien sees pan tuer kin Ertap.","When we got to the end of the year we would give the children a present for them to take to their Apu and Ati, a small present they could give to them at Eratap.","m043173","<p:>","<p:>","<p:>","p046314","<p:>"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034677","negar",11.376,12.026,"0001_doreco_sout2856_mc_nafsan_tafra","Selwan tupaakor nametp̃ag ntau, rato tu teesa tete nanromien ruto nig Apu go Ati negarwes nanromien sees pan tuer kin Ertap.","When we got to the end of the year we would give the children a present for them to take to their Apu and Ati, a small present they could give to them at Eratap.","m043174","negar","rn_pro.h:poss-rn","3PL.POSS","p046315 p046316 p046317 p046318 p046319","n e N a r"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034678","<<wip>>",12.026,13.741,"0001_doreco_sout2856_mc_nafsan_tafra","Selwan tupaakor nametp̃ag ntau, rato tu teesa tete nanromien ruto nig Apu go Ati negarwes nanromien sees pan tuer kin Ertap.","When we got to the end of the year we would give the children a present for them to take to their Apu and Ati, a small present they could give to them at Eratap.","m043175","****","****","****","p046320","<<wip>>"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034679","wes",13.741,14.05,"0001_doreco_sout2856_mc_nafsan_tafra","Selwan tupaakor nametp̃ag ntau, rato tu teesa tete nanromien ruto nig Apu go Ati negarwes nanromien sees pan tuer kin Ertap.","When we got to the end of the year we would give the children a present for them to take to their Apu and Ati, a small present they could give to them at Eratap.","m043176","-wes","****","-3SG.OBL","p046321 p046322 p046323","w e s"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034680","nanromien",14.05,14.706,"0001_doreco_sout2856_mc_nafsan_tafra","Selwan tupaakor nametp̃ag ntau, rato tu teesa tete nanromien ruto nig Apu go Ati negarwes nanromien sees pan tuer kin Ertap.","When we got to the end of the year we would give the children a present for them to take to their Apu and Ati, a small present they could give to them at Eratap.","m043177","nanromien","np:dt_p","present","p046324 p046325 p046326 p046327 p046328 p046329 p046330 p046331 p046332","n a n d` o m i e n"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034698","sees",25.8,26.27,"0002_doreco_sout2856_mc_nafsan_tafra","Ntau 1956, komam ramer tuer tete nanromien sees rumer negar wesi pan tuer kin.","The year 1956, we gave them the small present again for them to give to them.","m043201","sees","rn","small","p046389 p046390 p046391 p046392","s e e s"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034699","ru",26.27,26.705,"0002_doreco_sout2856_mc_nafsan_tafra","Ntau 1956, komam ramer tuer tete nanromien sees rumer negar wesi pan tuer kin.","The year 1956, we gave them the small present again for them to give to them.","m043202","ru=","****","3PL.RS=","p046393 p046394","r u"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034700","<<wip>>",26.705,26.858,"0002_doreco_sout2856_mc_nafsan_tafra","Ntau 1956, komam ramer tuer tete nanromien sees rumer negar wesi pan tuer kin.","The year 1956, we gave them the small present again for them to give to them.","m043203","****","****","****","p046395","<<wip>>"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034701","mer",26.858,27.134,"0002_doreco_sout2856_mc_nafsan_tafra","Ntau 1956, komam ramer tuer tete nanromien sees rumer negar wesi pan tuer kin.","The year 1956, we gave them the small present again for them to give to them.","m043204","mer","lv=lv","again","p046396 p046397 p046398","m e r"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034702","negar",27.134,27.59,"0002_doreco_sout2856_mc_nafsan_tafra","Ntau 1956, komam ramer tuer tete nanromien sees rumer negar wesi pan tuer kin.","The year 1956, we gave them the small present again for them to give to them.","m043205","negar","lv_pro.h:g","3P.BEN","p046399 p046400 p046401 p046402 p046403","n e N a r"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034978","<p:>",227.125,228.609,"0023_doreco_sout2856_mc_nafsan_tafra","Or selwan kulefeki Efat negakit, p̃afo lek nasi tafra iuserek nagis negakit nig Efat.","Okay, when you look around our Efate, you will see whale shit rings the points around Efate.","m043557","<p:>","<p:>","<p:>","p047297","<p:>"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034979","ku",228.609,229.077,"0023_doreco_sout2856_mc_nafsan_tafra","Or selwan kulefeki Efat negakit, p̃afo lek nasi tafra iuserek nagis negakit nig Efat.","Okay, when you look around our Efate, you will see whale shit rings the points around Efate.","m043558","ku=","****","2SG.RS=","p047298 p047299","k u"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034980","<<wip>>",229.077,230.05,"0023_doreco_sout2856_mc_nafsan_tafra","Or selwan kulefeki Efat negakit, p̃afo lek nasi tafra iuserek nagis negakit nig Efat.","Okay, when you look around our Efate, you will see whale shit rings the points around Efate.","m043559","****","****","****","p047300","<<wip>>"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034981","lefeki",230.05,230.746,"0023_doreco_sout2856_mc_nafsan_tafra","Or selwan kulefeki Efat negakit, p̃afo lek nasi tafra iuserek nagis negakit nig Efat.","Okay, when you look around our Efate, you will see whale shit rings the points around Efate.","m043560 m043561","lefek -ki","lv=v:pred","around -TR","p047301 p047302 p047303 p047304 p047305 p047306","l e f e k i"
"sout2856","doreco_sout2856_mc_nafsan_tafra","KN","w034982","<<ui>>",230.746,230.881,"0023_doreco_sout2856_mc_nafsan_tafra","Or selwan kulefeki Efat negakit, p̃afo lek nasi tafra iuserek nagis negakit nig Efat.","Okay, when you look around our Efate, you will see whale shit rings the points around Efate.","m043562","****","****","****","p047307","<<ui>>"
"sout3282","doreco_sout3282_mc_english_kent03_b_part2","EN03","w029012","all",291.57,291.9,"0042_doreco_sout3282_mc_english_kent03_b_part2","we was all enlisted like, soldiers,","we was all enlisted like, soldiers,","m031426","all","other","all","p023795 p023796","O: l"
"sout3282","doreco_sout3282_mc_english_kent03_b_part2","EN03","w029013","en",291.9,292.193,"0042_doreco_sout3282_mc_english_kent03_b_part2","we was all enlisted like, soldiers,","we was all enlisted like, soldiers,","m031427","****","****","****","p023797 p023798","e n"
"sout3282","doreco_sout3282_mc_english_kent03_b_part2","EN03","w029014","<<wip>>",292.193,292.59,"0042_doreco_sout3282_mc_english_kent03_b_part2","we was all enlisted like, soldiers,","we was all enlisted like, soldiers,","m031428","****","****","****","p023799","<<wip>>"
"sout3282","doreco_sout3282_mc_english_kent03_b_part2","EN03","w029015","listed",292.59,293.17,"0042_doreco_sout3282_mc_english_kent03_b_part2","we was all enlisted like, soldiers,","we was all enlisted like, soldiers,","m031429 m031430","enlist -ed","v:pred","enlist -PTCP.PST","p023800 p023801 p023802 p023803 p023804 p023805","l I s t I d"
"sout3282","doreco_sout3282_mc_english_kent03_b_part2","EN03","w029016","like",293.17,293.478,"0042_doreco_sout3282_mc_english_kent03_b_part2","we was all enlisted like, soldiers,","we was all enlisted like, soldiers,","m031431","like","adp","like","p023806 p023807 p023808","l aI k"
"svan1243","doreco_svan1243_svv21_02","UJ-UBK","w001269","<p:>",149.208,150.156,"0014_DoReCo_doreco_svan1243_svv21_02","ečka läsû ešxu momenṭ, á, momenṭ ûoša läsû, čûībte er anyex, čûemxûīddax c̣ebels, xedûǟys mi moûuge ečī ṗärṭia.","At that time there happened a certain case, how many (such) cases there were, when I was taken down to the regional centre, they met me in Tsebelda, those whom I was to defeat, their party.",NA,NA,NA,NA,"p004704","<p:>"
